year,category,film,nominee,character_name,is_winner
1955,Directing,Marty,"",,TRUE
1955,Directing,Picnic,"",,FALSE
1955,Directing,Summertime,"",,FALSE
1954,Actor -- Leading Role,The Caine Mutiny,Humphrey Bogart,Captain Queeg,FALSE
1954,Actor -- Leading Role,On the Waterfront,Marlon Brando,Terry Malloy,TRUE
1954,Actor -- Leading Role,The Country Girl,Bing Crosby,Frank Elgin,FALSE
1954,Actor -- Leading Role,A Star Is Born,James Mason,Norman Maine/Alfred Hinkel,FALSE
1954,Actor -- Leading Role,Adventures of Robinson Crusoe,Dan O'Herlihy,Robinson Crusoe,FALSE
1954,Actor -- Supporting Role,On the Waterfront,Lee J. Cobb,Johnny Friendly,FALSE
1954,Actor -- Supporting Role,On the Waterfront,Karl Malden,Father Barry,FALSE
1954,Actor -- Supporting Role,The Barefoot Contessa,Edmond O'Brien,Oscar Muldoon,TRUE
1954,Actor -- Supporting Role,On the Waterfront,Rod Steiger,Charles Malloy,FALSE
1954,Actor -- Supporting Role,The Caine Mutiny,Tom Tully,Captain DeVriess,FALSE
1954,Actress -- Leading Role,Carmen Jones,Dorothy Dandridge,Carmen Jones,FALSE
1954,Actress -- Leading Role,A Star Is Born,Judy Garland,Esther Blodgett/Vicki Lester,FALSE
1954,Actress -- Leading Role,Sabrina,Audrey Hepburn,Sabrina Fairchild,FALSE
1954,Actress -- Leading Role,The Country Girl,Grace Kelly,Georgie Elgin,TRUE
1954,Actress -- Leading Role,Magnificent Obsession,Jane Wyman,Helen Phillips,FALSE
1954,Actress -- Supporting Role,Executive Suite,Nina Foch,Erica Martin,FALSE
1954,Actress -- Supporting Role,Broken Lance,Katy Jurado,Senora Devereaux,FALSE
1954,Actress -- Supporting Role,On the Waterfront,Eva Marie Saint,Edie Doyle,TRUE
1954,Actress -- Supporting Role,The High and the Mighty,Jan Sterling,Sally McKee,FALSE
1954,Actress -- Supporting Role,The High and the Mighty,Claire Trevor,Mary Holst,FALSE
1954,Directing,The Country Girl,"",,FALSE
1954,Directing,The High and the Mighty,"",,FALSE
1954,Directing,On the Waterfront,"",,TRUE
1954,Directing,Rear Window,"",,FALSE
1954,Directing,Sabrina,"",,FALSE
1953,Actor -- Leading Role,Julius Caesar,Marlon Brando,Marc Antony,FALSE
1953,Actor -- Leading Role,The Robe,Richard Burton,Marcellus Gallio,FALSE
1953,Actor -- Leading Role,From Here to Eternity,Montgomery Clift,Robert E. Lee Prewitt,FALSE
1953,Actor -- Leading Role,Stalag 17,William Holden,Sefton,TRUE
1953,Actor -- Leading Role,From Here to Eternity,Burt Lancaster,Sgt. Milton Warden,FALSE
1953,Actor -- Supporting Role,Roman Holiday,Eddie Albert,Irving Radovich,FALSE
1953,Actor -- Supporting Role,Shane,Brandon De Wilde,Joey Starrett,FALSE
1953,Actor -- Supporting Role,Shane,Jack Palance,Wilson,FALSE
1953,Actor -- Supporting Role,From Here to Eternity,Frank Sinatra,Angelo Maggio,TRUE
1953,Actor -- Supporting Role,Stalag 17,Robert Strauss,Stosh/'Animal',FALSE
1953,Actress -- Leading Role,Lili,Leslie Caron,Lili Daurier,FALSE
1953,Actress -- Leading Role,Mogambo,Ava Gardner,Eloise 'Honey Bear' Kelly,FALSE
1953,Actress -- Leading Role,Roman Holiday,Audrey Hepburn,Princess Anne,TRUE
1953,Actress -- Leading Role,From Here to Eternity,Deborah Kerr,Karen Holmes,FALSE
1953,Actress -- Leading Role,The Moon Is Blue,Maggie McNamara,Patty O'Neill,FALSE
1953,Actress -- Supporting Role,Mogambo,Grace Kelly,Linda Nordley,FALSE
1953,Actress -- Supporting Role,Hondo,Geraldine Page,Angie Lowe,FALSE
1953,Actress -- Supporting Role,Torch Song,Marjorie Rambeau,Mrs. Stewart,FALSE
1953,Actress -- Supporting Role,From Here to Eternity,Donna Reed,Lorene/Alma,TRUE
1953,Actress -- Supporting Role,Pickup on South Street,Thelma Ritter,Moe,FALSE
1953,Directing,From Here to Eternity,"",,TRUE
1953,Directing,Lili,"",,FALSE
1953,Directing,Roman Holiday,"",,FALSE
1953,Directing,Shane,"",,FALSE
1953,Directing,Stalag 17,"",,FALSE
1952,Actor -- Leading Role,Viva Zapata!,Marlon Brando,Emiliano Zapata,FALSE
1952,Actor -- Leading Role,High Noon,Gary Cooper,Will Kane,TRUE
1952,Actor -- Leading Role,The Bad and the Beautiful,Kirk Douglas,Jonathan Shields,FALSE
1952,Actor -- Leading Role,Moulin Rouge,Jose Ferrer,Toulouse-Lautrec,FALSE
1952,Actor -- Leading Role,The Lavender Hill Mob,Alec Guinness,Holland,FALSE
1952,Actor -- Supporting Role,My Cousin Rachel,Richard Burton,Philip Ashley,FALSE
1952,Actor -- Supporting Role,The Big Sky,Arthur Hunnicutt,Zeb Callaway,FALSE
1952,Actor -- Supporting Role,The Quiet Man,Victor McLaglen,Red Will Danaher,FALSE
1952,Actor -- Supporting Role,Sudden Fear,Jack Palance,Lester Blaine,FALSE
1952,Actor -- Supporting Role,Viva Zapata!,Anthony Quinn,Eufemio Zapata,TRUE
1952,Actress -- Leading Role,,Shirley Booth,, Little Sheba {'Lola Delaney'}
1952,Actress -- Leading Role,Sudden Fear,Joan Crawford,Myra Hudson,FALSE
1952,Actress -- Leading Role,The Star,Bette Davis,Margaret Elliot,FALSE
1952,Actress -- Leading Role,The Member of the Wedding,Julie Harris,Frankie Addams,FALSE
1952,Actress -- Leading Role,With a Song in My Heart,Susan Hayward,Jane Froman,FALSE
1952,Actress -- Supporting Role,The Bad and the Beautiful,Gloria Grahame,Rosemary Bartlow,TRUE
1952,Actress -- Supporting Role,Singin' in the Rain,Jean Hagen,Lina Lamont,FALSE
1952,Actress -- Supporting Role,Moulin Rouge,Colette Marchand,Marie Charlet,FALSE
1952,Actress -- Supporting Role,,Terry Moore,, Little Sheba {'Marie Loring'}
1952,Actress -- Supporting Role,With a Song in My Heart,Thelma Ritter,Clancy,FALSE
1952,Directing,Five Fingers,"",,FALSE
1952,Directing,The Greatest Show on Earth,"",,FALSE
1952,Directing,High Noon,"",,FALSE
1952,Directing,Moulin Rouge,"",,FALSE
1952,Directing,The Quiet Man,"",,TRUE
1951,Actor -- Leading Role,The African Queen,Humphrey Bogart,Charlie Allnut,TRUE
1951,Actor -- Leading Role,A Streetcar Named Desire,Marlon Brando,Stanley Kowalski,FALSE
1951,Actor -- Leading Role,A Place in the Sun,Montgomery Clift,George Eastman,FALSE
1951,Actor -- Leading Role,Bright Victory,Arthur Kennedy,Larry Levins,FALSE
1951,Actor -- Leading Role,Death of a Salesman,Fredric March,Willy Loman,FALSE
1951,Actor -- Supporting Role,Quo Vadis,Leo Genn,Petronius,FALSE
1951,Actor -- Supporting Role,Death of a Salesman,Kevin McCarthy,Biff Loman,FALSE
1951,Actor -- Supporting Role,A Streetcar Named Desire,Karl Malden,Mitch,TRUE
1951,Actor -- Supporting Role,Quo Vadis,Peter Ustinov,Nero,FALSE
1951,Actor -- Supporting Role,Come Fill the Cup,Gig Young,Boyd Copeland,FALSE
1951,Actress -- Leading Role,The African Queen,Katharine Hepburn,Rose Sayer,FALSE
1951,Actress -- Leading Role,A Streetcar Named Desire,Vivien Leigh,Blanche DuBois,TRUE
1951,Actress -- Leading Role,Detective Story,Eleanor Parker,Mary McLeod,FALSE
1951,Actress -- Leading Role,A Place in the Sun,Shelley Winters,Alice Tripp,FALSE
1951,Actress -- Leading Role,The Blue Veil,Jane Wyman,Louise Mason,FALSE
1951,Actress -- Supporting Role,The Blue Veil,Joan Blondell,Annie Rawlins,FALSE
1951,Actress -- Supporting Role,Death of a Salesman,Mildred Dunnock,Linda Loman,FALSE
1951,Actress -- Supporting Role,Detective Story,Lee Grant,A Shoplifter,FALSE
1951,Actress -- Supporting Role,A Streetcar Named Desire,Kim Hunter,Stella Kowalski,TRUE
1951,Actress -- Supporting Role,The Mating Season,Thelma Ritter,Ellen McNulty,FALSE
1951,Directing,The African Queen,"",,FALSE
1951,Directing,An American in Paris,"",,FALSE
1951,Directing,Detective Story,"",,FALSE
1951,Directing,A Place in the Sun,"",,TRUE
1951,Directing,A Streetcar Named Desire,"",,FALSE
1950,Actor -- Leading Role,The Magnificent Yankee,Louis Calhern,Oliver Wendell Holmes,FALSE
1950,Actor -- Leading Role,Cyrano de Bergerac,Jose Ferrer,Cyrano de Bergerac,TRUE
1950,Actor -- Leading Role,Sunset Blvd.,William Holden,Joe Gillis,FALSE
1950,Actor -- Leading Role,Harvey,James Stewart,Elwood P. Dowd,FALSE
1950,Actor -- Leading Role,Father of the Bride,Spencer Tracy,Stanley T. Banks,FALSE
1950,Actor -- Supporting Role,Broken Arrow,Jeff Chandler,Cochise,FALSE
1950,Actor -- Supporting Role,Mister 880,Edmund Gwenn,Skipper Miller,FALSE
1950,Actor -- Supporting Role,The Asphalt Jungle,Sam Jaffe,Dr. Erwin Riedenschneider,FALSE
1950,Actor -- Supporting Role,All about Eve,George Sanders,Addison De Witt,TRUE
1950,Actor -- Supporting Role,Sunset Blvd.,Erich von Stroheim,Max Von Mayerling,FALSE
1950,Actress -- Leading Role,All about Eve,Anne Baxter,Eve Harrington,FALSE
1950,Actress -- Leading Role,All about Eve,Bette Davis,Margo Channing,FALSE
1950,Actress -- Leading Role,Born Yesterday,Judy Holliday,Billie Dawn,TRUE
1950,Actress -- Leading Role,Caged,Eleanor Parker,Marie Allen,FALSE
1950,Actress -- Leading Role,Sunset Blvd.,Gloria Swanson,Norma Desmond,FALSE
1950,Actress -- Supporting Role,Caged,Hope Emerson,Evelyn Harper,FALSE
1950,Actress -- Supporting Role,All about Eve,Celeste Holm,Karen Richards,FALSE
1950,Actress -- Supporting Role,Harvey,Josephine Hull,Veta Louise Simmons,TRUE
1950,Actress -- Supporting Role,Sunset Blvd.,Nancy Olson,Betty Schaefer,FALSE
1950,Actress -- Supporting Role,All about Eve,Thelma Ritter,Birdie,FALSE
1950,Directing,All about Eve,"",,TRUE
1950,Directing,The Asphalt Jungle,"",,FALSE
1950,Directing,Born Yesterday,"",,FALSE
1950,Directing,Sunset Blvd.,"",,FALSE
1950,Directing,The Third Man,"",,FALSE
1949,Actor -- Leading Role,All the King's Men,Broderick Crawford,Willie Stark,TRUE
1949,Actor -- Leading Role,Champion,Kirk Douglas,Midge Kelly,FALSE
1949,Actor -- Leading Role,Twelve O'Clock High,Gregory Peck,General Savage,FALSE
1949,Actor -- Leading Role,The Hasty Heart,Richard Todd,Lachie,FALSE
1949,Actor -- Leading Role,Sands of Iwo Jima,John Wayne,Sergeant John M. Stryker,FALSE
1949,Actor -- Supporting Role,All the King's Men,John Ireland,Jack Burden,FALSE
1949,Actor -- Supporting Role,Twelve O'Clock High,Dean Jagger,Major Stovall,TRUE
1949,Actor -- Supporting Role,Champion,Arthur Kennedy,Connie Kelly,FALSE
1949,Actor -- Supporting Role,The Heiress,Ralph Richardson,Dr. Austin Sloper,FALSE
1949,Actor -- Supporting Role,Battleground,James Whitmore,Kinnie,FALSE
1949,Actress -- Leading Role,Pinky,Jeanne Crain,Pinky,FALSE
1949,Actress -- Leading Role,The Heiress,Olivia de Havilland,Catherine Sloper,TRUE
1949,Actress -- Leading Role,My Foolish Heart,Susan Hayward,Eloise Winters,FALSE
1949,Actress -- Leading Role,,Deborah Kerr,, My Son {'Evelyn Boult'}
1949,Actress -- Leading Role,Come to the Stable,Loretta Young,Sister Margaret,FALSE
1949,Actress -- Supporting Role,Pinky,Ethel Barrymore,Miss Em,FALSE
1949,Actress -- Supporting Role,Come to the Stable,Celeste Holm,Sister Scholastica,FALSE
1949,Actress -- Supporting Role,Come to the Stable,Elsa Lanchester,Miss Potts,FALSE
1949,Actress -- Supporting Role,All the King's Men,Mercedes McCambridge,Sadie Burke,TRUE
1949,Actress -- Supporting Role,Pinky,Ethel Waters,Granny,FALSE
1949,Directing,All the King's Men,"",,FALSE
1949,Directing,Battleground,"",,FALSE
1949,Directing,The Fallen Idol,"",,FALSE
1949,Directing,The Heiress,"",,FALSE
1949,Directing,A Letter to Three Wives,"",,TRUE
1948,Actor -- Leading Role,Johnny Belinda,Lew Ayres,Dr. Robert Richardson,FALSE
1948,Actor -- Leading Role,The Search,Montgomery Clift,Ralph Stevenson,FALSE
1948,Actor -- Leading Role,When My Baby Smiles at Me,Dan Dailey,Skid,FALSE
1948,Actor -- Leading Role,Hamlet,Laurence Olivier,Hamlet,TRUE
1948,Actor -- Leading Role,Sitting Pretty,Clifton Webb,Lynn Belvedere,FALSE
1948,Actor -- Supporting Role,Johnny Belinda,Charles Bickford,Black McDonald,FALSE
1948,Actor -- Supporting Role,,Jose Ferrer,, Charles VIII'}
1948,Actor -- Supporting Role,I Remember Mama,Oscar Homolka,Uncle Chris,FALSE
1948,Actor -- Supporting Role,The Treasure of the Sierra Madre,Walter Huston,Howard,TRUE
1948,Actor -- Supporting Role,The Luck of the Irish,Cecil Kellaway,Horace,FALSE
1948,Actress -- Leading Role,Joan of Arc,Ingrid Bergman,Joan of Arc,FALSE
1948,Actress -- Leading Role,The Snake Pit,Olivia de Havilland,Virginia Stuart Cunningham,FALSE
1948,Actress -- Leading Role,I Remember Mama,Irene Dunne,Mama,FALSE
1948,Actress -- Leading Role,,Barbara Stanwyck,, Wrong Number {'Leona Stevenson'}
1948,Actress -- Leading Role,Johnny Belinda,Jane Wyman,Belinda McDonald,TRUE
1948,Actress -- Supporting Role,I Remember Mama,Barbara Bel Geddes,Katrin,FALSE
1948,Actress -- Supporting Role,I Remember Mama,Ellen Corby,Aunt Trina,FALSE
1948,Actress -- Supporting Role,Johnny Belinda,Agnes Moorehead,Aggie McDonald,FALSE
1948,Actress -- Supporting Role,Hamlet,Jean Simmons,Ophelia,FALSE
1948,Actress -- Supporting Role,Key Largo,Claire Trevor,Gaye,TRUE
1948,Directing,Hamlet,"",,FALSE
1948,Directing,Johnny Belinda,"",,FALSE
1948,Directing,The Search,"",,FALSE
1948,Directing,The Snake Pit,"",,FALSE
1948,Directing,The Treasure of the Sierra Madre,"",,TRUE
1947,Actor -- Leading Role,A Double Life,Ronald Colman,Anthony John,TRUE
1947,Actor -- Leading Role,Body and Soul,John Garfield,Charlie Davis,FALSE
1947,Actor -- Leading Role,Gentleman's Agreement,Gregory Peck,Phil Green,FALSE
1947,Actor -- Leading Role,Life with Father,William Powell,Clarence Day,FALSE
1947,Actor -- Leading Role,Mourning Becomes Electra,Michael Redgrave,Orin Mannon,FALSE
1947,Actor -- Supporting Role,The Farmer's Daughter,Charles Bickford,Clancy,FALSE
1947,Actor -- Supporting Role,Ride the Pink Horse,Thomas Gomez,Pancho,FALSE
1947,Actor -- Supporting Role,Miracle on 34th Street,Edmund Gwenn,Kris Kringle,TRUE
1947,Actor -- Supporting Role,Crossfire,Robert Ryan,Montgomery,FALSE
1947,Actor -- Supporting Role,Kiss of Death,Richard Widmark,Tommy Udo,FALSE
1947,Actress -- Leading Role,Possessed,Joan Crawford,Louise Howell,FALSE
1947,Actress -- Leading Role,Smash-Up--The Story of a Woman,Susan Hayward,Angie,FALSE
1947,Actress -- Leading Role,Gentleman's Agreement,Dorothy McGuire,Kathy,FALSE
1947,Actress -- Leading Role,Mourning Becomes Electra,Rosalind Russell,Lavinia Mannon,FALSE
1947,Actress -- Leading Role,The Farmer's Daughter,Loretta Young,Katrin Holstrom,TRUE
1947,Actress -- Supporting Role,The Paradine Case,Ethel Barrymore,Lady Sophie Horfield,FALSE
1947,Actress -- Supporting Role,Crossfire,Gloria Grahame,Ginny Tremaine,FALSE
1947,Actress -- Supporting Role,Gentleman's Agreement,Celeste Holm,Anne,TRUE
1947,Actress -- Supporting Role,The Egg and I,Marjorie Main,Ma Kettle,FALSE
1947,Actress -- Supporting Role,Gentleman's Agreement,Anne Revere,Mrs. Green,FALSE
1947,Directing,The Bishop's Wife,"",,FALSE
1947,Directing,Crossfire,"",,FALSE
1947,Directing,A Double Life,"",,FALSE
1947,Directing,Gentleman's Agreement,"",,TRUE
1947,Directing,Great Expectations,"",,FALSE
1946,Actor -- Leading Role,The Best Years of Our Lives,Fredric March,Al Stephenson,TRUE
1946,Actor -- Leading Role,Henry V,Laurence Olivier,Henry V,FALSE
1946,Actor -- Leading Role,The Jolson Story,Larry Parks,Al Jolson,FALSE
1946,Actor -- Leading Role,The Yearling,Gregory Peck,Pa Baxter,FALSE
1946,Actor -- Leading Role,It's a Wonderful Life,James Stewart,George Bailey,FALSE
1946,Actor -- Supporting Role,The Green Years,Charles Coburn,Alexander Gow,FALSE
1946,Actor -- Supporting Role,The Jolson Story,William Demarest,Steve Martin,FALSE
1946,Actor -- Supporting Role,Notorious,Claude Rains,Alexander Sebastian,FALSE
1946,Actor -- Supporting Role,The Best Years of Our Lives,Harold Russell,Homer Parrish,TRUE
1946,Actor -- Supporting Role,The Razor's Edge,Clifton Webb,Elliott Templeton,FALSE
1946,Actress -- Leading Role,To Each His Own,Olivia de Havilland,Jody Norris,TRUE
1946,Actress -- Leading Role,Brief Encounter,Celia Johnson,Laura Jesson,FALSE
1946,Actress -- Leading Role,Duel in the Sun,Jennifer Jones,Pearl Chavez,FALSE
1946,Actress -- Leading Role,Sister Kenny,Rosalind Russell,Elizabeth Kenny,FALSE
1946,Actress -- Leading Role,The Yearling,Jane Wyman,Ma Baxter,FALSE
1946,Actress -- Supporting Role,The Spiral Staircase,Ethel Barrymore,Mrs. Warren,FALSE
1946,Actress -- Supporting Role,The Razor's Edge,Anne Baxter,Sophie MacDonald,TRUE
1946,Actress -- Supporting Role,Duel in the Sun,Lillian Gish,Belle McCanles,FALSE
1946,Actress -- Supporting Role,Saratoga Trunk,Flora Robson,Angelique Buiton,FALSE
1946,Actress -- Supporting Role,Anna and the King of Siam,Gale Sondergaard,Lady Thiang,FALSE
1946,Directing,The Best Years of Our Lives,"",,TRUE
1946,Directing,Brief Encounter,"",,FALSE
1946,Directing,It's a Wonderful Life,"",,FALSE
1946,Directing,The Killers,"",,FALSE
1946,Directing,The Yearling,"",,FALSE
"",Best Picture,Birdman or (The Unexpected Virtue of Ignorance),,,true
192728,Best Picture,Wings,,,true
192728,Best Picture,The Racket,,,false
192728,Best Picture,Seventh Heaven,,,false
192829,Best Picture,The Broadway Melody,,,true
192829,Best Picture,Alibi,,,false
192829,Best Picture,Hollywood Revue,,,false
192829,Best Picture,In Old Arizona,,,false
192829,Best Picture,The Patriot,,,false
192930,Best Picture,All Quiet on the Western Front,,,true
192930,Best Picture,The Big House,,,false
192930,Best Picture,Disraeli,,,false
192930,Best Picture,The Divorcee,,,false
192930,Best Picture,The Love Parade,,,false
193031,Best Picture,Cimarron,,,true
193031,Best Picture,East Lynne,,,false
193031,Best Picture,The Front Page,,,false
193031,Best Picture,Skippy,,,false
193031,Best Picture,Trader Horn,,,false
193132,Best Picture,Grand Hotel,,,true
193132,Best Picture,Arrowsmith,,,false
193132,Best Picture,Bad Girl,,,false
193132,Best Picture,The Champ,,,false
193132,Best Picture,Five Star Final,,,false
193132,Best Picture,One Hour with You,,,false
193132,Best Picture,Shanghai Express,,,false
193132,Best Picture,The Smiling Lieutenant,,,false
193233,Best Picture,Cavalcade,,,true
193233,Best Picture,42nd Street,,,false
193233,Best Picture,A Farewell to Arms,,,false
193233,Best Picture,I Am a Fugitive from a Chain Gang,,,false
193233,Best Picture,Lady for a Day,,,false
193233,Best Picture,Little Women,,,false
193233,Best Picture,The Private Life of Henry VIII,,,false
193233,Best Picture,She Done Him Wrong,,,false
193233,Best Picture,Smilin' Through,,,false
193233,Best Picture,State Fair,,,false
1934,Best Picture,It Happened One Night,,,true
1934,Best Picture,The Barretts of Wimpole Street,,,false
1934,Best Picture,Cleopatra,,,false
1934,Best Picture,Flirtation Walk,,,false
1934,Best Picture,The Gay Divorcee,,,false
1934,Best Picture,Here Comes the Navy,,,false
1934,Best Picture,The House of Rothschild,,,false
1934,Best Picture,Imitation of Life,,,false
1934,Best Picture,One Night of Love,,,false
1934,Best Picture,The Thin Man,,,false
1934,Best Picture,Viva Villa!,,,false
1934,Best Picture,The White Parade,,,false
1935,Best Picture,Mutiny on the Bounty,,,true
1935,Best Picture,Alice Adams,,,false
1935,Best Picture,Broadway Melody of 1936,,,false
1935,Best Picture,Captain Blood,,,false
1935,Best Picture,David Copperfield,,,false
1935,Best Picture,The Informer,,,false
1935,Best Picture,The Lives of a Bengal Lancer,,,false
1935,Best Picture,A Midsummer Night's Dream,,,false
1935,Best Picture,Les Mis̩rables,,,false
1935,Best Picture,Naughty Marietta,,,false
1935,Best Picture,Ruggles of Red Gap,,,false
1935,Best Picture,Top Hat,,,false
1936,Best Picture,The Great Ziegfeld,,,true
1936,Best Picture,Anthony Adverse,,,false
1936,Best Picture,Dodsworth,,,false
1936,Best Picture,Libeled Lady,,,false
1936,Best Picture,Mr. Deeds Goes to Town,,,false
1936,Best Picture,Romeo and Juliet,,,false
1936,Best Picture,San Francisco,,,false
1936,Best Picture,The Story of Louis Pasteur,,,false
1936,Best Picture,A Tale of Two Cities,,,false
1936,Best Picture,Three Smart Girls,,,false
1937,Best Picture,The Life of Emile Zola,,,true
1937,Best Picture,The Awful Truth,,,false
1937,Best Picture,Captains Courageous,,,false
1937,Best Picture,Dead End,,,false
1937,Best Picture,The Good Earth,,,false
1937,Best Picture,In Old Chicago,,,false
1937,Best Picture,Lost Horizon,,,false
1937,Best Picture,One Hundred Men and a Girl,,,false
1937,Best Picture,Stage Door,,,false
1937,Best Picture,A Star Is Born,,,false
1938,Best Picture,You Can't Take It With You,,,true
1938,Best Picture,The Adventures of Robin Hood,,,false
1938,Best Picture,Alexander's Ragtime Band,,,false
1938,Best Picture,Boys Town,,,false
1938,Best Picture,The Citadel,,,false
1938,Best Picture,Four Daughters,,,false
1938,Best Picture,Grand Illusion,,,false
1938,Best Picture,Jezebel,,,false
1938,Best Picture,Pygmalion,,,false
1938,Best Picture,Test Pilot,,,false
1939,Best Picture,Gone with the Wind,,,true
1939,Best Picture,Dark Victory,,,false
1939,Best Picture,"Goodbye, Mr. Chips",,,false
1939,Best Picture,Love Affair,,,false
1939,Best Picture,Mr. Smith Goes to Washington,,,false
1939,Best Picture,Ninotchka,,,false
1939,Best Picture,Of Mice and Men,,,false
1939,Best Picture,Stagecoach,,,false
1939,Best Picture,The Wizard of Oz,,,false
1939,Best Picture,Wuthering Heights,,,false
1940,Best Picture,Rebecca,,,true
1940,Best Picture,"All This, and Heaven Too",,,false
1940,Best Picture,Foreign Correspondent,,,false
1940,Best Picture,The Grapes of Wrath,,,false
1940,Best Picture,The Great Dictator,,,false
1940,Best Picture,Kitty Foyle,,,false
1940,Best Picture,The Letter,,,false
1940,Best Picture,The Long Voyage Home,,,false
1940,Best Picture,Our Town,,,false
1940,Best Picture,The Philadelphia Story,,,false
1941,Best Picture,How Green Was My Valley,,,true
1941,Best Picture,Blossoms in the Dust,,,false
1941,Best Picture,Citizen Kane,,,false
1941,Best Picture,Here Comes Mr. Jordan,,,false
1941,Best Picture,Hold Back the Dawn,,,false
1941,Best Picture,The Little Foxes,,,false
1941,Best Picture,The Maltese Falcon,,,false
1941,Best Picture,One Foot in Heaven,,,false
1941,Best Picture,Sergeant York,,,false
1941,Best Picture,Suspicion,,,false
1942,Best Picture,Mrs. Miniver,,,true
1942,Best Picture,The Invaders,,,false
1942,Best Picture,Kings Row,,,false
1942,Best Picture,The Magnificent Ambersons,,,false
1942,Best Picture,The Pied Piper,,,false
1942,Best Picture,The Pride of the Yankees,,,false
1942,Best Picture,Random Harvest,,,false
1942,Best Picture,The Talk of the Town,,,false
1942,Best Picture,Wake Island,,,false
1942,Best Picture,Yankee Doodle Dandy,,,false
1943,Best Picture,Casablanca,,,true
1943,Best Picture,For Whom the Bell Tolls,,,false
1943,Best Picture,Heaven Can Wait,,,false
1943,Best Picture,The Human Comedy,,,false
1943,Best Picture,In Which We Serve,,,false
1943,Best Picture,Madame Curie,,,false
1943,Best Picture,The More the Merrier,,,false
1943,Best Picture,The Ox-Bow Incident,,,false
1943,Best Picture,The Song of Bernadette,,,false
1943,Best Picture,Watch on the Rhine,,,false
1944,Best Picture,Going My Way,,,true
1944,Best Picture,Double Indemnity,,,false
1944,Best Picture,Gaslight,,,false
1944,Best Picture,Since You Went Away,,,false
1944,Best Picture,Wilson,,,false
1945,Best Picture,The Lost Weekend,,,true
1945,Best Picture,Anchors Aweigh,,,false
1945,Best Picture,The Bells of St. Mary's,,,false
1945,Best Picture,Mildred Pierce,,,false
1945,Best Picture,Spellbound,,,false
1946,Best Picture,The Best Years of Our Lives,,,true
